date,polyclinic,total_attendance,elderly_attendance,chronic_disease_consultations,medication_refills
2023-08-10,Clementi,310,108,62,188
2023-08-10,Geylang,230,77,43,137
2023-08-10,Hougang,215,100,60,152
2023-08-10,Jurong,164,72,35,78
2023-08-10,Kallang,214,108,49,161
2023-08-10,Marine Parade,272,98,83,175
2023-08-10,Pasir Ris,184,107,48,110
2023-08-10,Punggol,188,97,51,124
2023-08-10,Queenstown,209,101,61,111
2023-08-10,Sembawang,154,70,26,94
2023-08-10,Sengkang,213,111,49,151
2023-08-10,Tampines,209,104,73,103
2023-08-10,Toa Payoh,257,173,65,155
2023-08-10,Woodlands,287,115,47,204
2023-08-10,Yishun,119,42,36,67
2023-08-11,Ang Mo Kio,198,96,41,94
2023-08-11,Bedok,256,97,48,169
2023-08-11,Bukit Batok,267,97,62,172
2023-08-11,Clementi,311,115,87,204
2023-08-11,Geylang,292,117,59,161
2023-08-11,Hougang,260,151,58,176
2023-08-11,Jurong,220,90,71,148
2023-08-11,Kallang,165,56,51,101
2023-08-11,Marine Parade,171,54,48,119
2023-08-11,Pasir Ris,241,156,70,138
2023-08-11,Punggol,191,57,50,105
2023-08-11,Queenstown,340,185,95,163
2023-08-11,Sembawang,199,104,44,141
2023-08-11,Sengkang,268,108,57,158
2023-08-11,Tampines,251,126,51,144
2023-08-11,Toa Payoh,242,112,49,113
2023-08-11,Woodlands,280,69,87,163
2023-08-11,Yishun,147,51,39,80
2023-08-12,Ang Mo Kio,168,79,40,85
2023-08-12,Bedok,155,83,51,61
2023-08-12,Bukit Batok,213,90,63,116
2023-08-12,Clementi,93,42,18,42
2023-08-12,Geylang,112,51,28,75
2023-08-12,Hougang,196,70,48,107
2023-08-12,Jurong,159,48,42,112
2023-08-12,Kallang,133,70,34,83
2023-08-12,Marine Parade,96,21,24,65
2023-08-12,Pasir Ris,139,78,39,70
2023-08-12,Punggol,169,109,31,110
2023-08-12,Queenstown,154,72,48,86
2023-08-12,Sembawang,214,133,54,145
2023-08-12,Sengkang,143,57,34,97
2023-08-12,Tampines,218,84,71,164
2023-08-12,Toa Payoh,203,70,44,105
2023-08-12,Woodlands,207,57,58,101
2023-08-12,Yishun,202,81,63,144
2023-08-13,Ang Mo Kio,228,124,58,110
2023-08-13,Bedok,123,23,24,74
2023-08-13,Bukit Batok,144,55,39,82
2023-08-13,Clementi,120,47,24,68
2023-08-13,Geylang,224,83,75,166
2023-08-13,Hougang,143,41,35,102
2023-08-13,Jurong,147,72,45,76
2023-08-13,Kallang,139,65,35,73
2023-08-13,Marine Parade,153,60,26,103
2023-08-13,Pasir Ris,147,17,36,77
2023-08-13,Punggol,238,81,46,154
2023-08-13,Queenstown,140,45,38,69
2023-08-13,Sembawang,106,60,29,60
2023-08-13,Sengkang,167,75,49,87
2023-08-13,Tampines,183,63,44,112
2023-08-13,Toa Payoh,167,79,45,75
2023-08-13,Woodlands,110,39,37,56
2023-08-13,Yishun,159,55,35,98
2023-08-14,Ang Mo Kio,324,144,67,283
2023-08-14,Bedok,244,83,78,134
2023-08-14,Bukit Batok,339,106,108,210
2023-08-14,Clementi,317,187,61,230
2023-08-14,Geylang,155,45,32,100
2023-08-14,Hougang,241,92,62,158
2023-08-14,Jurong,280,142,95,167
2023-08-14,Kallang,208,95,40,110
2023-08-14,Marine Parade,299,115,56,134
2023-08-14,Pasir Ris,242,124,74,147
2023-08-14,Punggol,360,140,87,123
2023-08-14,Queenstown,213,103,69,110
2023-08-14,Sembawang,267,134,66,99
2023-08-14,Sengkang,254,120,51,145
2023-08-14,Tampines,170,24,51,101
2023-08-14,Toa Payoh,335,162,77,198
2023-08-14,Woodlands,273,135,72,193
2023-08-14,Yishun,222,66,54,137
2023-08-15,Ang Mo Kio,167,44,45,93
2023-08-15,Bedok,230,83,74,167
2023-08-15,Bukit Batok,165,57,48,108
2023-08-15,Clementi,237,67,51,129
2023-08-15,Geylang,256,146,55,127
2023-08-15,Hougang,233,117,41,173
2023-08-15,Jurong,229,74,38,153
2023-08-15,Kallang,229,95,46,130
2023-08-15,Marine Parade,210,81,45,93
2023-08-15,Pasir Ris,403,106,104,170
2023-08-15,Punggol,120,49,31,87
2023-08-15,Queenstown,263,101,53,197
2023-08-15,Sembawang,295,81,74,181
2023-08-15,Sengkang,219,104,63,127
2023-08-15,Tampines,223,122,66,135
2023-08-15,Toa Payoh,142,61,40,46
2023-08-15,Woodlands,255,91,60,129
2023-08-15,Yishun,231,124,52,160
2023-08-16,Ang Mo Kio,191,90,47,121
2023-08-16,Bedok,240,111,29,109
2023-08-16,Bukit Batok,265,51,59,157
2023-08-16,Clementi,190,62,50,133
2023-08-16,Geylang,182,62,38,65
2023-08-16,Hougang,248,122,74,127
2023-08-16,Jurong,164,65,47,100
2023-08-16,Kallang,257,132,54,148
2023-08-16,Marine Parade,338,128,63,180
2023-08-16,Pasir Ris,183,79,37,114
2023-08-16,Punggol,195,36,51,119
2023-08-16,Queenstown,271,90,57,173
2023-08-16,Sembawang,331,132,89,187
2023-08-16,Sengkang,147,73,43,98
2023-08-16,Tampines,229,105,67,174
2023-08-16,Toa Payoh,299,121,55,184
2023-08-16,Woodlands,255,120,81,150
2023-08-16,Yishun,366,82,99,190
2023-08-17,Ang Mo Kio,125,47,22,72
2023-08-17,Bedok,242,123,42,167
2023-08-17,Bukit Batok,245,123,55,114
2023-08-17,Clementi,166,44,45,124
2023-08-17,Geylang,206,95,35,127
2023-08-17,Hougang,280,71,67,188
2023-08-17,Jurong,63,33,16,42
2023-08-17,Kallang,215,48,59,127
2023-08-17,Marine Parade,241,122,69,190
2023-08-17,Pasir Ris,249,82,59,159
2023-08-17,Punggol,300,75,75,228
2023-08-17,Queenstown,225,110,61,156
2023-08-17,Sembawang,191,61,47,85
2023-08-17,Sengkang,223,94,75,142
2023-08-17,Tampines,277,143,55,161
2023-08-17,Toa Payoh,385,150,117,268
2023-08-17,Woodlands,151,65,38,95
2023-08-17,Yishun,194,55,43,114
2023-08-18,Ang Mo Kio,311,180,99,213
2023-08-18,Bedok,179,64,46,96
2023-08-18,Bukit Batok,274,129,75,192
2023-08-18,Clementi,185,91,39,93
2023-08-18,Geylang,271,141,74,163
2023-08-18,Hougang,258,106,49,122
2023-08-18,Jurong,235,95,58,156
2023-08-18,Kallang,227,103,55,177
2023-08-18,Marine Parade,244,154,65,141
2023-08-18,Pasir Ris,186,47,37,95
2023-08-18,Punggol,263,91,68,191
2023-08-18,Queenstown,234,142,44,136
2023-08-18,Sembawang,207,102,28,94
2023-08-18,Sengkang,233,129,60,108
2023-08-18,Tampines,168,95,36,84
2023-08-18,Toa Payoh,328,164,102,165
2023-08-18,Woodlands,148,61,39,94
2023-08-18,Yishun,328,74,96,160
2023-08-19,Ang Mo Kio,203,71,42,109
2023-08-19,Bedok,107,43,22,72
2023-08-19,Bukit Batok,194,110,52,126
2023-08-19,Clementi,226,76,39,140
2023-08-19,Geylang,108,69,34,88
2023-08-19,Hougang,170,77,38,117
2023-08-19,Jurong,116,16,24,52
2023-08-19,Kallang,230,133,41,167
2023-08-19,Marine Parade,207,50,47,112
2023-08-19,Pasir Ris,199,55,48,105
2023-08-19,Punggol,187,70,41,108
2023-08-19,Queenstown,253,90,50,166
2023-08-19,Sembawang,161,41,58,90
2023-08-19,Sengkang,152,63,51,65
2023-08-19,Tampines,179,108,45,85
2023-08-19,Toa Payoh,142,59,44,80
2023-08-19,Woodlands,202,51,35,111
2023-08-19,Yishun,228,92,60,143
2023-08-20,Ang Mo Kio,214,72,60,110
2023-08-20,Bedok,251,80,51,164
2023-08-20,Bukit Batok,171,73,44,83
2023-08-20,Clementi,235,114,74,128
2023-08-20,Geylang,185,77,56,132
2023-08-20,Hougang,176,43,59,115
2023-08-20,Jurong,142,62,24,100
2023-08-20,Kallang,106,40,27,74
2023-08-20,Marine Parade,172,79,42,102
2023-08-20,Pasir Ris,171,65,28,89
2023-08-20,Punggol,178,66,43,101
2023-08-20,Queenstown,131,45,30,78
2023-08-20,Sembawang,184,70,36,84
2023-08-20,Sengkang,277,79,62,180
2023-08-20,Tampines,183,82,41,114
2023-08-20,Toa Payoh,170,62,44,119
2023-08-20,Woodlands,167,66,50,116
2023-08-20,Yishun,234,52,69,154
2023-08-21,Ang Mo Kio,186,79,56,96
2023-08-21,Bedok,266,129,52,155
2023-08-21,Bukit Batok,258,82,53,151
2023-08-21,Clementi,288,133,59,191
2023-08-21,Geylang,189,45,43,134
2023-08-21,Hougang,279,111,63,156
2023-08-21,Jurong,246,72,57,142
2023-08-21,Kallang,158,49,42,94
2023-08-21,Marine Parade,221,68,72,114
2023-08-21,Pasir Ris,255,89,64,164
2023-08-21,Punggol,157,62,48,121
2023-08-21,Queenstown,232,93,83,165
2023-08-21,Sembawang,202,68,60,100
2023-08-21,Sengkang,305,132,84,175
2023-08-21,Tampines,202,110,48,112
2023-08-21,Toa Payoh,235,98,46,127
2023-08-21,Woodlands,202,97,41,85
2023-08-21,Yishun,121,30,38,72
2023-08-22,Ang Mo Kio,270,122,68,159
2023-08-22,Bedok,302,125,96,199
2023-08-22,Bukit Batok,202,70,43,145
2023-08-22,Clementi,215,68,57,126
2023-08-22,Geylang,257,151,75,154
2023-08-22,Hougang,155,54,44,74
2023-08-22,Jurong,368,147,92,196
2023-08-22,Kallang,269,76,96,196
2023-08-22,Marine Parade,299,78,77,215
2023-08-22,Pasir Ris,275,82,59,152
2023-08-22,Punggol,203,112,31,135
2023-08-22,Queenstown,162,49,24,88
2023-08-22,Sembawang,330,140,62,231
2023-08-22,Sengkang,313,128,110,213
2023-08-22,Tampines,280,89,78,174
2023-08-22,Toa Payoh,271,89,69,140
2023-08-22,Woodlands,111,55,19,67
2023-08-22,Yishun,259,112,61,162
2023-08-23,Ang Mo Kio,268,126,90,167
2023-08-23,Bedok,243,75,66,162
2023-08-23,Bukit Batok,228,103,53,152
2023-08-23,Clementi,294,144,75,145
2023-08-23,Geylang,203,93,75,114
2023-08-23,Hougang,267,91,53,142
2023-08-23,Jurong,115,61,15,65
2023-08-23,Kallang,169,52,53,104
2023-08-23,Marine Parade,182,62,38,108
2023-08-23,Pasir Ris,250,147,38,149
2023-08-23,Punggol,221,109,59,145
2023-08-23,Queenstown,260,79,80,176
2023-08-23,Sembawang,294,154,79,219
2023-08-23,Sengkang,262,99,65,156
2023-08-23,Tampines,208,117,55,126
2023-08-23,Toa Payoh,263,183,50,135
2023-08-23,Woodlands,157,59,41,86
2023-08-23,Yishun,207,85,46,130
2023-08-24,Ang Mo Kio,306,143,89,216
2023-08-24,Bedok,256,98,54,143
2023-08-24,Bukit Batok,208,98,55,139
2023-08-24,Clementi,170,92,38,83
2023-08-24,Geylang,213,138,49,120
2023-08-24,Hougang,228,87,48,140
2023-08-24,Jurong,304,131,59,171
2023-08-24,Kallang,206,83,65,120
2023-08-24,Marine Parade,234,135,68,153
2023-08-24,Pasir Ris,357,160,53,243
2023-08-24,Punggol,144,64,23,79
2023-08-24,Queenstown,218,70,50,153
2023-08-24,Sembawang,197,89,39,114
2023-08-24,Sengkang,259,77,47,168
2023-08-24,Tampines,307,120,69,188
2023-08-24,Toa Payoh,243,103,30,119
2023-08-24,Woodlands,189,78,49,125
2023-08-24,Yishun,255,68,82,185
2023-08-25,Ang Mo Kio,164,71,36,100
2023-08-25,Bedok,303,185,87,190
2023-08-25,Bukit Batok,219,91,69,130
2023-08-25,Clementi,186,44,51,116
2023-08-25,Geylang,201,101,46,117
2023-08-25,Hougang,239,87,62,170
2023-08-25,Jurong,171,76,44,105
2023-08-25,Kallang,292,118,80,196
2023-08-25,Marine Parade,209,89,49,122
2023-08-25,Pasir Ris,220,98,55,140
2023-08-25,Punggol,238,57,59,144
2023-08-25,Queenstown,254,86,48,168
2023-08-25,Sembawang,223,93,52,133
2023-08-25,Sengkang,213,64,58,114
2023-08-25,Tampines,249,109,54,119
2023-08-25,Toa Payoh,385,133,108,305
2023-08-25,Woodlands,287,106,70,148
2023-08-25,Yishun,292,133,65,144
2023-08-26,Ang Mo Kio,112,55,28,69
2023-08-26,Bedok,133,33,39,80
2023-08-26,Bukit Batok,206,74,49,138
2023-08-26,Clementi,198,94,46,130
2023-08-26,Geylang,214,83,48,157
2023-08-26,Hougang,140,64,34,58
2023-08-26,Jurong,215,26,32,140
2023-08-26,Kallang,190,63,48,65
2023-08-26,Marine Parade,197,83,48,118
2023-08-26,Pasir Ris,188,74,29,154
2023-08-26,Punggol,218,59,50,125
2023-08-26,Queenstown,213,39,47,90
2023-08-26,Sembawang,156,55,39,84
2023-08-26,Sengkang,136,62,37,89
2023-08-26,Tampines,160,54,39,104
2023-08-26,Toa Payoh,76,33,20,46
2023-08-26,Woodlands,161,23,36,125
2023-08-26,Yishun,168,62,42,106
2023-08-27,Ang Mo Kio,195,73,52,149
2023-08-27,Bedok,210,133,45,161
2023-08-27,Bukit Batok,134,58,38,73
2023-08-27,Clementi,171,83,36,131
2023-08-27,Geylang,109,64,32,64
2023-08-27,Hougang,151,52,36,89
2023-08-27,Jurong,220,131,57,113
2023-08-27,Kallang,145,55,28,69
2023-08-27,Marine Parade,256,110,53,174
2023-08-27,Pasir Ris,118,34,24,90
2023-08-27,Punggol,157,24,48,89
2023-08-27,Queenstown,90,33,24,57
2023-08-27,Sembawang,243,76,61,128
2023-08-27,Sengkang,103,50,28,64
2023-08-27,Tampines,185,61,36,111
2023-08-27,Toa Payoh,216,121,62,130
2023-08-27,Woodlands,179,71,35,107
2023-08-27,Yishun,111,43,36,75
2023-08-28,Ang Mo Kio,184,72,38,109
2023-08-28,Bedok,302,140,113,217
2023-08-28,Bukit Batok,252,117,60,122
2023-08-28,Clementi,318,159,75,199
2023-08-28,Geylang,314,152,55,196
2023-08-28,Hougang,229,117,69,167
2023-08-28,Jurong,172,55,52,93
2023-08-28,Kallang,148,67,32,115
2023-08-28,Marine Parade,257,106,59,195
2023-08-28,Pasir Ris,261,93,54,154
2023-08-28,Punggol,181,91,28,106
2023-08-28,Queenstown,276,119,59,183
2023-08-28,Sembawang,186,73,52,120
2023-08-28,Sengkang,199,103,50,134
2023-08-28,Tampines,331,169,101,204
2023-08-28,Toa Payoh,287,120,54,180
2023-08-28,Woodlands,255,116,62,133
2023-08-28,Yishun,279,74,90,160
2023-08-29,Ang Mo Kio,254,115,71,116
2023-08-29,Bedok,289,124,63,151
2023-08-29,Bukit Batok,219,59,73,163
2023-08-29,Clementi,267,100,64,180
2023-08-29,Geylang,345,118,66,260
2023-08-29,Hougang,132,39,31,58
2023-08-29,Jurong,306,148,67,222
2023-08-29,Kallang,326,126,74,269
2023-08-29,Marine Parade,283,120,90,178
2023-08-29,Pasir Ris,209,85,63,83
2023-08-29,Punggol,222,119,49,167
2023-08-29,Queenstown,324,127,71,185
2023-08-29,Sembawang,399,234,102,215
2023-08-29,Sengkang,247,104,46,150
2023-08-29,Tampines,319,70,92,235
2023-08-29,Toa Payoh,206,117,44,132
2023-08-29,Woodlands,221,81,48,148
2023-08-29,Yishun,290,114,52,185
2023-08-30,Ang Mo Kio,265,100,90,117
2023-08-30,Bedok,106,34,30,52
2023-08-30,Bukit Batok,181,89,49,115
2023-08-30,Clementi,286,102,66,194
2023-08-30,Geylang,159,29,36,110
2023-08-30,Hougang,255,123,38,161
2023-08-30,Jurong,279,73,81,164
2023-08-30,Kallang,424,77,135,237
2023-08-30,Marine Parade,142,49,37,99
2023-08-30,Pasir Ris,343,185,69,244
2023-08-30,Punggol,263,87,62,139
2023-08-30,Queenstown,242,79,48,156
2023-08-30,Sembawang,277,105,88,158
2023-08-30,Sengkang,221,102,53,134
2023-08-30,Tampines,88,35,13,42
2023-08-30,Toa Payoh,159,47,35,87
2023-08-30,Woodlands,279,117,43,169
2023-08-30,Yishun,259,95,63,160
2023-08-31,Ang Mo Kio,285,69,67,213
2023-08-31,Bedok,324,157,89,248
2023-08-31,Bukit Batok,355,137,71,203
2023-08-31,Clementi,425,103,96,194
2023-08-31,Geylang,247,69,60,100
2023-08-31,Hougang,277,144,63,162
2023-08-31,Jurong,230,96,57,155
2023-08-31,Kallang,313,99,73,216
2023-08-31,Marine Parade,154,31,40,100
2023-08-31,Pasir Ris,196,67,41,100
2023-08-31,Punggol,281,79,66,143
2023-08-31,Queenstown,152,74,34,94
2023-08-31,Sembawang,149,48,42,127
2023-08-31,Sengkang,121,45,32,65
2023-08-31,Tampines,290,90,74,158
2023-08-31,Toa Payoh,313,104,72,217
2023-08-31,Woodlands,178,72,28,87
2023-08-31,Yishun,262,78,58,170
2023-09-01,Ang Mo Kio,171,82,44,110
2023-09-01,Bedok,262,113,85,181
2023-09-01,Bukit Batok,173,91,45,96
2023-09-01,Clementi,213,108,58,166
2023-09-01,Geylang,254,114,50,147
2023-09-01,Hougang,203,95,57,125
2023-09-01,Jurong,206,97,42,158
2023-09-01,Kallang,97,52,24,67
2023-09-01,Marine Parade,218,94,60,148
2023-09-01,Pasir Ris,183,92,35,109
2023-09-01,Punggol,241,120,65,135
2023-09-01,Queenstown,244,81,82,144
2023-09-01,Sembawang,123,34,31,75
2023-09-01,Sengkang,298,88,75,147
2023-09-01,Tampines,175,99,33,115
2023-09-01,Toa Payoh,219,87,60,105
2023-09-01,Woodlands,282,167,71,237
2023-09-01,Yishun,180,79,57,99
2023-09-02,Ang Mo Kio,91,21,32,49
2023-09-02,Bedok,133,38,39,69
2023-09-02,Bukit Batok,122,52,24,71
2023-09-02,Clementi,189,83,48,117
2023-09-02,Geylang,126,75,26,78
2023-09-02,Hougang,144,72,43,85
2023-09-02,Jurong,150,64,20,66
2023-09-02,Kallang,118,40,22,79
2023-09-02,Marine Parade,140,52,26,83
2023-09-02,Pasir Ris,50,19,12,31
2023-09-02,Punggol,85,35,16,44
2023-09-02,Queenstown,165,99,41,85
2023-09-02,Sembawang,146,72,41,127
2023-09-02,Sengkang,114,48,37,85
2023-09-02,Tampines,71,28,23,63
2023-09-02,Toa Payoh,164,59,32,134
2023-09-02,Woodlands,165,52,39,104
2023-09-02,Yishun,159,49,34,69
2023-09-03,Ang Mo Kio,176,64,48,130
2023-09-03,Bedok,147,57,38,89
2023-09-03,Bukit Batok,183,78,40,128
2023-09-03,Clementi,183,48,59,116
2023-09-03,Geylang,149,74,33,103
2023-09-03,Hougang,126,31,25,82
2023-09-03,Jurong,106,59,32,77
2023-09-03,Kallang,144,61,27,100
2023-09-03,Marine Parade,153,69,51,82
2023-09-03,Pasir Ris,135,58,27,78
2023-09-03,Punggol,157,57,49,70
2023-09-03,Queenstown,179,83,39,90
2023-09-03,Sembawang,67,21,20,39
2023-09-03,Sengkang,180,60,51,95
2023-09-03,Tampines,106,41,22,47
2023-09-03,Toa Payoh,133,54,41,92
2023-09-03,Woodlands,182,85,48,86
2023-09-03,Yishun,145,66,46,96
2023-09-04,Ang Mo Kio,262,77,61,168
2023-09-04,Bedok,258,99,63,172
2023-09-04,Bukit Batok,143,80,29,58
2023-09-04,Clementi,200,113,55,135
2023-09-04,Geylang,202,77,34,75
2023-09-04,Hougang,209,111,55,138
2023-09-04,Jurong,279,120,68,144
2023-09-04,Kallang,301,136,61,145
2023-09-04,Marine Parade,262,77,89,84
2023-09-04,Pasir Ris,271,121,69,157
2023-09-04,Punggol,294,138,60,125
2023-09-04,Queenstown,208,83,36,123
2023-09-04,Sembawang,171,68,48,128
2023-09-04,Sengkang,245,80,65,148
2023-09-04,Tampines,133,58,45,80
2023-09-04,Toa Payoh,120,48,22,82
2023-09-04,Woodlands,226,86,52,130
2023-09-04,Yishun,200,64,36,142
2023-09-05,Ang Mo Kio,180,75,47,113
2023-09-05,Bedok,141,32,31,90
2023-09-05,Bukit Batok,163,59,58,67
2023-09-05,Clementi,162,95,40,85
2023-09-05,Geylang,258,104,60,159
2023-09-05,Hougang,167,49,40,83
2023-09-05,Jurong,200,87,58,142
2023-09-05,Kallang,179,80,49,113
2023-09-05,Marine Parade,176,52,48,75
2023-09-05,Pasir Ris,186,26,34,95
2023-09-05,Punggol,254,119,56,170
2023-09-05,Queenstown,244,93,44,141
2023-09-05,Sembawang,195,53,52,122
2023-09-05,Sengkang,222,94,63,129
2023-09-05,Tampines,210,75,46,154
2023-09-05,Toa Payoh,97,47,21,50
2023-09-05,Woodlands,213,53,44,109
2023-09-05,Yishun,188,60,62,146
2023-09-06,Ang Mo Kio,98,44,28,64
2023-09-06,Bedok,167,62,35,93
2023-09-06,Bukit Batok,139,54,24,80
2023-09-06,Clementi,137,57,29,86
2023-09-06,Geylang,254,141,31,131
2023-09-06,Hougang,184,82,30,92
2023-09-06,Jurong,206,84,55,132
2023-09-06,Kallang,216,90,54,143
2023-09-06,Marine Parade,88,48,12,43
2023-09-06,Pasir Ris,188,87,18,112
2023-09-06,Punggol,239,119,51,136
2023-09-06,Queenstown,169,60,33,86
2023-09-06,Sembawang,221,91,60,137
2023-09-06,Sengkang,235,114,38,120
2023-09-06,Tampines,188,74,40,129
2023-09-06,Toa Payoh,298,124,75,204
2023-09-06,Woodlands,106,42,31,56
2023-09-06,Yishun,138,52,34,70
2023-09-07,Ang Mo Kio,304,107,58,179
2023-09-07,Bedok,245,98,67,125
2023-09-07,Bukit Batok,274,124,82,174
2023-09-07,Clementi,241,75,54,177
2023-09-07,Geylang,277,79,72,154
2023-09-07,Hougang,165,70,50,106
2023-09-07,Jurong,184,83,42,117
2023-09-07,Kallang,269,51,77,119
2023-09-07,Marine Parade,261,87,49,174
2023-09-07,Pasir Ris,218,65,40,126
2023-09-07,Punggol,139,40,35,69
2023-09-07,Queenstown,221,121,53,135
2023-09-07,Sembawang,300,84,92,212
2023-09-07,Sengkang,242,128,63,131
2023-09-07,Tampines,254,130,77,153
2023-09-07,Toa Payoh,164,68,48,115
2023-09-07,Woodlands,178,76,32,124
2023-09-07,Yishun,160,76,30,112
2023-09-08,Ang Mo Kio,216,69,61,116
2023-09-08,Bedok,237,88,38,118
2023-09-08,Bukit Batok,178,95,52,135
2023-09-08,Clementi,282,97,67,157
2023-09-08,Geylang,166,35,41,78
2023-09-08,Hougang,198,121,44,122
2023-09-08,Jurong,245,104,64,138
2023-09-08,Kallang,188,57,54,80
2023-09-08,Marine Parade,248,64,73,140
2023-09-08,Pasir Ris,138,63,40,76
2023-09-08,Punggol,236,40,43,172
2023-09-08,Queenstown,188,40,40,95
2023-09-08,Sembawang,191,69,49,113
2023-09-08,Sengkang,267,118,72,191
2023-09-08,Tampines,180,49,55,110
2023-09-08,Toa Payoh,206,69,45,141
2023-09-08,Woodlands,249,119,72,163
2023-09-08,Yishun,206,78,63,115
2023-09-09,Ang Mo Kio,152,48,32,87
2023-09-09,Bedok,111,53,20,67
2023-09-09,Bukit Batok,144,31,32,90
2023-09-09,Clementi,155,58,43,91
2023-09-09,Geylang,140,59,41,74
2023-09-09,Hougang,122,40,28,90
2023-09-09,Jurong,160,45,35,101
2023-09-09,Kallang,108,35,34,58
2023-09-09,Marine Parade,173,90,36,88
2023-09-09,Pasir Ris,130,37,33,75
2023-09-09,Punggol,152,82,44,98
2023-09-09,Queenstown,71,31,23,21
2023-09-09,Sembawang,164,62,34,111
2023-09-09,Sengkang,199,95,46,100
2023-09-09,Tampines,145,70,33,82
2023-09-09,Toa Payoh,238,120,73,108
2023-09-09,Woodlands,115,46,22,87
2023-09-09,Yishun,189,65,64,113
2023-09-10,Ang Mo Kio,230,95,64,170
2023-09-10,Bedok,184,82,44,119
2023-09-10,Bukit Batok,111,46,21,46
2023-09-10,Clementi,141,74,41,83
2023-09-10,Geylang,201,68,30,76
2023-09-10,Hougang,98,47,21,63
2023-09-10,Jurong,197,57,53,128
2023-09-10,Kallang,109,58,25,61
2023-09-10,Marine Parade,213,96,63,156
2023-09-10,Pasir Ris,117,61,26,63
2023-09-10,Punggol,130,43,37,81
2023-09-10,Queenstown,122,57,28,69
2023-09-10,Sembawang,141,62,37,79
2023-09-10,Sengkang,169,63,36,76
2023-09-10,Tampines,174,69,45,122
2023-09-10,Toa Payoh,123,32,31,77
2023-09-10,Woodlands,130,71,16,92
2023-09-10,Yishun,167,74,13,121
2023-09-11,Ang Mo Kio,148,51,35,94
2023-09-11,Bedok,231,113,67,144
2023-09-11,Bukit Batok,220,64,46,151
2023-09-11,Clementi,241,113,54,166
2023-09-11,Geylang,141,71,33,108
2023-09-11,Hougang,123,70,28,69
2023-09-11,Jurong,209,69,51,109
2023-09-11,Kallang,164,73,33,85
2023-09-11,Marine Parade,131,45,41,67
2023-09-11,Pasir Ris,163,68,37,134
2023-09-11,Punggol,191,82,56,132
2023-09-11,Queenstown,211,81,74,124
2023-09-11,Sembawang,177,59,28,120
2023-09-11,Sengkang,82,32,19,67
2023-09-11,Tampines,108,33,26,62
2023-09-11,Toa Payoh,172,67,32,109
2023-09-11,Woodlands,83,32,18,58
2023-09-11,Yishun,287,105,91,163
2023-09-12,Ang Mo Kio,151,86,41,90
2023-09-12,Bedok,234,100,57,109
2023-09-12,Bukit Batok,186,85,45,128
2023-09-12,Clementi,219,68,40,127
2023-09-12,Geylang,173,75,37,93
2023-09-12,Hougang,252,104,54,151
2023-09-12,Jurong,268,115,74,140
2023-09-12,Kallang,251,158,52,120
2023-09-12,Marine Parade,208,101,51,102
2023-09-12,Pasir Ris,194,89,44,128
2023-09-12,Punggol,258,109,64,176
2023-09-12,Queenstown,157,47,37,86
2023-09-12,Sembawang,159,92,57,89
2023-09-12,Sengkang,204,77,62,149
2023-09-12,Tampines,111,49,20,86
2023-09-12,Toa Payoh,222,70,52,126
2023-09-12,Woodlands,226,113,43,177
2023-09-12,Yishun,280,87,71,215
2023-09-13,Ang Mo Kio,261,95,75,234
2023-09-13,Bedok,205,69,53,128
2023-09-13,Bukit Batok,173,76,32,92
2023-09-13,Clementi,237,53,69,94
2023-09-13,Geylang,113,39,29,82
2023-09-13,Hougang,202,75,56,103
2023-09-13,Jurong,206,57,52,120
2023-09-13,Kallang,159,66,41,114
2023-09-13,Marine Parade,119,46,25,81
2023-09-13,Pasir Ris,237,106,50,163
2023-09-13,Punggol,123,27,22,73
2023-09-13,Queenstown,233,23,73,142
2023-09-13,Sembawang,121,49,36,79
2023-09-13,Sengkang,254,66,58,128
2023-09-13,Tampines,285,132,111,157
2023-09-13,Toa Payoh,163,62,51,91
2023-09-13,Woodlands,206,84,51,110
2023-09-13,Yishun,193,73,48,134
2023-09-14,Ang Mo Kio,288,90,66,149
2023-09-14,Bedok,209,72,54,148
2023-09-14,Bukit Batok,73,32,16,47
2023-09-14,Clementi,155,80,45,101
2023-09-14,Geylang,239,77,52,161
2023-09-14,Hougang,161,87,37,104
2023-09-14,Jurong,304,100,77,214
2023-09-14,Kallang,247,90,55,142
2023-09-14,Marine Parade,272,101,69,151
2023-09-14,Pasir Ris,235,97,46,118
2023-09-14,Punggol,100,31,28,73
2023-09-14,Queenstown,234,106,57,158
2023-09-14,Sembawang,214,124,52,157
2023-09-14,Sengkang,243,115,36,168
2023-09-14,Tampines,193,68,33,115
2023-09-14,Toa Payoh,201,54,35,130
2023-09-14,Woodlands,243,101,74,143
2023-09-14,Yishun,197,60,33,154
2023-09-15,Ang Mo Kio,256,66,65,151
2023-09-15,Bedok,186,66,50,126
2023-09-15,Bukit Batok,220,85,53,152
2023-09-15,Clementi,223,90,55,141
2023-09-15,Geylang,176,84,34,98
2023-09-15,Hougang,230,65,39,139
